X,B,Y
1.7462668342814465,1.8338040207010853,1.3217341614869933
3.6816771004420934,2.7598654033136922,0.8655078135573654
3.9607525209905963,1.9928449992198551,1.3414217609840107
3.9940245102593224,2.275892983768156,1.7233350419516813
3.3501579282666745,3.0041884958410727,1.783925751276767
5.981827407635047,3.6862160564254456,2.1849079873760746
7.224542783846278,5.2305733592788695,2.3444692015499333
8.604820946553431,4.616423819148831,2.810317958389396
8.446340415670296,5.71640638203833,3.174931075420618
9.41382312786891,6.255176984118235,2.685018905228094
12.618530146574592,6.564957649261022,3.334979419141551
11.505097843554884,7.529408546046367,3.3913828996342312
13.996066235622285,7.348122315724539,3.7895108498876358
14.626414853981748,9.209318794746586,3.886926807238883
14.801378608313252,8.85994917909431,4.769539472722408
0.938243313365597,1.5242531148902867,0.9871806017945505
2.0619334529006847,2.018139705993785,0.9908261857910488
2.621718447956825,3.2442500002023196,0.9306502905098837
4.368126495520049,2.4160893397735146,1.4560346692166246
4.616693065377552,3.4304535055237113,1.504740847594904
6.496177831548132,4.098417696880426,2.15383129542046
7.176669553164691,4.645387253780375,2.1953544681315558
8.890546601807138,4.5247856334499446,2.258687785308132
10.361189054503821,5.856557207167036,2.758422392312033
9.066074774895537,6.603538133368521,2.9842569327925825
11.324855084812327,6.040659448025012,3.3610580107440287
11.874783321247898,7.193001346382806,3.6242190900846154
12.765262401213695,7.180141138937391,3.655817859814214
14.490432155003512,7.731525216631587,3.8359625005489097
14.197642625026477,8.283237935315466,4.293126136242535
2.780373507582513,2.1638772899773957,0.8909788398079487
2.325442612502291,2.0977413070868725,1.1216355100716808
3.917863221003131,1.7190727084157968,0.8828423531605902
3.3477392510556943,3.4216722204370087,2.0176619098146844
3.974122656988005,3.2065799420690375,1.3950830613822005
5.60989897687596,4.92652818508994,2.545005580660383
7.660544834723035,3.840071405149041,2.698076073087827
7.247724371910396,4.453226202148277,2.9891093227625722
9.829085477972022,5.697977474373435,3.233959139339327
8.568044499902967,6.473620178610678,3.0880653859731977
10.334048839060486,7.059107261694221,3.0735280177917312
13.77154317734555,6.21230756859173,3.2939737469246424
13.110872688613775,7.247950451912632,3.6193914076573424
15.030207344788508,8.167610132569742,4.351112994211874
15.41655221386826,7.880585998884522,4.349564506268865
