X,B,Y
1.9552001888205082,-0.22777105803644382,-0.1229856877488007
1.7743713013123292,1.8932391504703816,0.9411552717503457
2.3923522238589645,3.4456279607293534,0.7224901789438288
3.3417313204229395,2.9787129888682085,0.902353668486156
4.641106904742339,7.8535523643166165,1.6604964429162432
3.9847711970034942,6.373240901000779,1.809830537555661
6.103027700573897,6.266156128812602,2.3530481214901062
5.039339352871208,8.058726702081426,2.1132836167025184
5.537491769835421,8.170142546882083,2.8239526422318346
5.820481769118707,10.070481873079629,3.5475787328124957
5.9966901267552615,11.67821788947822,2.9861480088870382
6.525620276004512,11.064370744197172,3.7347537185749835
7.3914963681953285,13.63158122831741,4.091335939909278
7.86250896640437,13.06208473526096,4.130181338586855
8.336221947153442,15.827841578387108,4.408706937996716
1.3035016851392953,1.8588524831125333,-0.07827915323105888
2.113193697640295,0.9473530325821562,0.6902027459055065
2.338934418280076,3.227058654214358,0.970406630968472
2.0279014472513603,6.031341636327383,1.2511463875542257
2.9354161184084657,5.324732468158885,1.348198262676236
3.6029524974255303,5.424344933416311,2.1284446321096127
4.476287030874461,6.431257772460544,1.8418932119667044
5.106660698791322,7.23736530390712,2.3179463811419865
5.518282598399065,8.515663328931721,2.5030917099983663
5.708323096153601,10.038230856350811,2.789327083261398
6.691325580700586,10.47099982671466,3.2939012682949875
6.6568908336349315,12.359287569616024,3.46603546292448
6.400952937713206,12.961312708503794,3.7783095918922833
8.378412144088237,13.681017584010732,4.309349339631086
8.698966422891546,15.693808546470946,4.24040918267473
1.1017759121454014,1.153297874534768,0.3727859889435179
0.9351821500889284,2.0293429404360452,0.5114275861849278
2.4701019645842575,4.213770608779733,1.376953206263096
3.336041365878216,3.820948801593639,1.1968658348288919
3.249912901065944,4.575615229139847,1.7300148813096696
3.9077333419917815,6.041174931281912,2.094793716396121
4.753926609413733,5.8200770700245,2.01181552069262
5.298936726113206,8.177605924532012,2.4510832587616216
5.383527964297748,9.584151335023694,2.6130635047509028
6.158609447280249,10.17966560609272,3.2666299674070425
7.055758643476225,11.571127565564565,3.180490722604959
7.315196134733711,12.588578035017727,3.4865973816995224
7.722925857972711,13.069897687197386,3.7609963732009493
7.755725583375363,13.722630091898774,4.129266349613818
